id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl
61,@DivaPratama-bg2ix,liat permainan dengn wasit yg kya begitu VivA hrus intro gasi,UgxLrAZ0Bf1_Pwi8ZWp4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxLrAZ0Bf1_Pwi8ZWp4AaABAg,2024-05-01 10:36:34,0,liat permainan dengn wasit yg kya begitu VivA hrus intro gasi,http://www.youtube.com/@DivaPratama-bg2ix
62,@janet-vn3ri,wasit asuuu,Ugy6OG-gOEbilg3gR094AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugy6OG-gOEbilg3gR094AaABAg,2024-05-01 10:36:11,0,wasit asuuu,http://www.youtube.com/@janet-vn3ri
63,@DivaPratama-bg2ix,wasit nya curang jelas bngt curany nya,UgyshRK57rqQH0MAJLx4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyshRK57rqQH0MAJLx4AaABAg,2024-05-01 10:25:31,0,wasit nya curang jelas bngt curany nya,http://www.youtube.com/@DivaPratama-bg2ix
64,@ChefEza_,"Saya sebagai orang yang ga ikutin bola juga kecewa, tapi yasudah kalau kita kalah dilapangan, mereka tetap menang dihati kita karna udah berjuang sebaik mungkin. Menuntut hal lain apalagi tanding ulang tidak masuk akal untuk orang indonesia, karna kita yakin ini sebuah kemajuan dari masa-masa sebelumnya.",UgwuZ2U_BsZEEoor42h4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwuZ2U_BsZEEoor42h4AaABAg,2024-05-01 10:21:11,0,"Saya sebagai orang yang ga ikutin bola juga kecewa, tapi yasudah kalau kita kalah dilapangan, mereka tetap menang dihati kita karna udah berjuang sebaik mungkin. Menuntut hal lain apalagi tanding ulang tidak masuk akal untuk orang indonesia, karna kita yakin ini sebuah kemajuan dari masa-masa sebelumnya.",http://www.youtube.com/@ChefEza_
65,@ishaqluqmansalsabila,Kalah menang itu biasa.. ga ada kekecewaan..,UgxuhiayPX1o0WBJzOJ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxuhiayPX1o0WBJzOJ4AaABAg,2024-05-01 10:21:07,0,Kalah menang itu biasa.. ga ada kekecewaan..,http://www.youtube.com/@ishaqluqmansalsabila
66,@rival-jh3du,Wasitnya ngga jelas itu,Ugx-0uDkvJmEwZjm1k14AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugx-0uDkvJmEwZjm1k14AaABAg,2024-05-01 10:14:22,0,Wasitnya ngga jelas itu,http://www.youtube.com/@rival-jh3du
67,@alnisnis7762,Wasit ya suru sujud sama gua sini,UgzQH3hnR5nW4zclFyF4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzQH3hnR5nW4zclFyF4AaABAg,2024-05-01 10:10:33,0,Wasit ya suru sujud sama gua sini,http://www.youtube.com/@alnisnis7762
68,@thebetel,Wasitnya bagus ini jadi penerus ketua MK.,Ugy-L7jA45jL7vg_DZF4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugy-L7jA45jL7vg_DZF4AaABAg,2024-05-01 10:10:20,0,Wasitnya bagus ini jadi penerus ketua MK.,http://www.youtube.com/@thebetel
69,@bangmangap4399,Bendera hakim garis tidak diangkat padahal dan tdk ad yang protes 馃槄馃槄馃槄 ini permainan sirkus,UgxxS82Ih8NEYWcWK2N4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxxS82Ih8NEYWcWK2N4AaABAg,2024-05-01 10:09:18,0,Bendera hakim garis tidak diangkat padahal dan tdk ad yang protes 馃槄馃槄馃槄 ini permainan sirkus,http://www.youtube.com/@bangmangap4399
70,@NengNeng-xr3lj,Itu mah di bayar,UgzVYSEuWzDBDCl31Fl4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzVYSEuWzDBDCl31Fl4AaABAg,2024-05-01 10:07:18,0,Itu mah di bayar,http://www.youtube.com/@NengNeng-xr3lj
71,@fluppy_undut,"*TANYA 鈥淕ANJAR鈥�* 鈥�.!!! *DI U23 KAN GA ADA ISRAEL* 鈥�.馃き *KENAPA JADI BEGINI* 鈥�.!!!馃き馃き馃き *MUSTINYA U16,5 YAAA* 鈥�.!! 馃槀馃槀 *AIB LU JAR* 鈥�!!! 馃槀馃ぃ馃ぃ馃ぃ馃ぃ馃ぃ 馃槀馃ぃ馃槀馃ぃ馃槀馃ぃ馃槀馃槀馃ぃ馃ぃ馃ぃ馃ぃ馃槀馃槀馃ぃ馃ぃ馃ぃ馃ぃ馃ぃ馃ぃ馃ぃ馃ぃ馃ぃ馃槀",UgxZtO_ybhuJ0l1KWAp4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxZtO_ybhuJ0l1KWAp4AaABAg,2024-05-01 9:59:58,0,"*TANYA 鈥淕ANJAR鈥�* 鈥�.!!! *DI U23 KAN GA ADA ISRAEL* 鈥�.馃き *KENAPA JADI BEGINI* 鈥�.!!!馃き馃き馃き *MUSTINYA U16,5 YAAA* 鈥�.!! 馃槀馃槀 *AIB LU JAR* 鈥�!!! 馃槀馃ぃ馃ぃ馃ぃ馃ぃ馃ぃ 馃槀馃ぃ馃槀馃ぃ馃槀馃ぃ馃槀馃槀馃ぃ馃ぃ馃ぃ馃ぃ馃槀馃槀馃ぃ馃ぃ馃ぃ馃ぃ馃ぃ馃ぃ馃ぃ馃ぃ馃ぃ馃槀",http://www.youtube.com/@fluppy_undut
72,@gekkosova,"keputusan keputusan krusial berasal dari hasil VAR. hasil VAR itu udh paling adil dan jelas, netizen indo masih banyak ya yang gak menerima kenyataan wkwkwk terkadang kenyataan itu memang pahit, tapi itulah faktanya. kecuali kalo protes sama wasit pas lawan Qatar, nah itu masih masuk akal, karna wasit mengambil keputusan krusial dan menolak VAR.",Ugz6uaPINhvRvMEMNfZ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugz6uaPINhvRvMEMNfZ4AaABAg,2024-05-01 9:54:24,0,"keputusan keputusan krusial berasal dari hasil VAR. hasil VAR itu udh paling adil dan jelas, netizen indo masih banyak ya yang gak menerima kenyataan wkwkwk terkadang kenyataan itu memang pahit, tapi itulah faktanya. kecuali kalo protes sama wasit pas lawan Qatar, nah itu masih masuk akal, karna wasit mengambil keputusan krusial dan menolak VAR.",http://www.youtube.com/@gekkosova
73,@mattlortjop,eh gol pertama indonesia itu bukan obset,UgwXzTSJ_hktWOnbyvt4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwXzTSJ_hktWOnbyvt4AaABAg,2024-05-01 9:45:03,0,eh gol pertama indonesia itu bukan obset,http://www.youtube.com/@mattlortjop
74,@Bara4321Barawl,ini wasitnya di sogak pakeduit,UgxD3z0VGFSEXLXoSAJ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxD3z0VGFSEXLXoSAJ4AaABAg,2024-05-01 9:43:00,0,ini wasitnya di sogak pakeduit,http://www.youtube.com/@Bara4321Barawl
75,@user-hf4xe4cv7b,Gak Terima Indonesia 0 gak terima 馃が馃が馃槨馃槨,UgzDyinLyU6amQPcImd4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzDyinLyU6amQPcImd4AaABAg,2024-05-01 9:35:53,0,Gak Terima Indonesia 0 gak terima 馃が馃が馃槨馃槨,http://www.youtube.com/@user-hf4xe4cv7b
76,@ngakakchanel6011,Tetap bngga indonesia,UgxP0cY2ktZ_YWfDLah4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxP0cY2ktZ_YWfDLah4AaABAg,2024-05-01 9:33:05,0,Tetap bngga indonesia,http://www.youtube.com/@ngakakchanel6011
77,@ngakakchanel6011,Kenapa gak sekali mati aja pemain uzebekistan,UgwGWLx0DH1GdSlVQdJ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwGWLx0DH1GdSlVQdJ4AaABAg,2024-05-01 9:32:48,0,Kenapa gak sekali mati aja pemain uzebekistan,http://www.youtube.com/@ngakakchanel6011
78,@ngakakchanel6011,Alay pemain uzekistan,UgxBJYCg80AWPdAGSUp4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxBJYCg80AWPdAGSUp4AaABAg,2024-05-01 9:32:24,0,Alay pemain uzekistan,http://www.youtube.com/@ngakakchanel6011
79,@ngakakchanel6011,Wasit nanya pilih kasih njir,UgzByyNH0i52AtTCErB4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzByyNH0i52AtTCErB4AaABAg,2024-05-01 9:31:54,0,Wasit nanya pilih kasih njir,http://www.youtube.com/@ngakakchanel6011
80,@abuhurairah2742,Kayak tahi masjid dekat kuntul 馃が馃が馃が馃が馃が馃が馃懞馃懞馃嚠馃嚛馃嚠馃嚛鈾ワ笍馃が馃が馃が馃枙馃枙馃枙馃枙馃枙馃枙馃枙馃枙馃枙馃枙馃棥锔� apa bahasa Indonesia,UgztqAtjuY4uuONWEAB4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgztqAtjuY4uuONWEAB4AaABAg,2024-05-01 9:30:50,0,Kayak tahi masjid dekat kuntul 馃が馃が馃が馃が馃が馃が馃懞馃懞馃嚠馃嚛馃嚠馃嚛鈾ワ笍馃が馃が馃が馃枙馃枙馃枙馃枙馃枙馃枙馃枙馃枙馃枙馃枙馃棥锔� apa bahasa Indonesia,http://www.youtube.com/@abuhurairah2742
81,@AgungFida,"Tau memang,,car ambil engglenya nyerong.gak tarik lurus. Wasit car Thailand iri.",UgxvZ06mbHSBTpwjDJd4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxvZ06mbHSBTpwjDJd4AaABAg,2024-05-01 9:23:22,0,"Tau memang,,car ambil engglenya nyerong.gak tarik lurus. Wasit car Thailand iri.",http://www.youtube.com/@AgungFida
82,@waleh229neh,Gw doain itu yg pahanya kena ketemu cewek yg suka nendang kontil,UgyKjGyF0ZU3UylaTAl4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyKjGyF0ZU3UylaTAl4AaABAg,2024-05-01 9:18:57,0,Gw doain itu yg pahanya kena ketemu cewek yg suka nendang kontil,http://www.youtube.com/@waleh229neh
83,@user-lk9rd9lu8k,Sebenarnya Seri tapi wasit nya curang gi Indonesia agar Uzbekistan Menang 馃が馃が,UgylRv6L_dw4T836N9p4AaABAg,,1,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgylRv6L_dw4T836N9p4AaABAg,2024-05-01 9:17:48,0,Sebenarnya Seri tapi wasit nya curang gi Indonesia agar Uzbekistan Menang 馃が馃が,http://www.youtube.com/@user-lk9rd9lu8k
84,@HokiSelalu777,Bangga,UgyLm3AkbQ9eHSXYWgR4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyLm3AkbQ9eHSXYWgR4AaABAg,2024-05-01 9:13:58,0,Bangga,http://www.youtube.com/@HokiSelalu777
85,@user-ce2mz2zv6k,wasi asu,UgxqVssZ8wvgBrNObop4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxqVssZ8wvgBrNObop4AaABAg,2024-05-01 9:06:02,0,wasi asu,http://www.youtube.com/@user-ce2mz2zv6k
86,@inosukegf7256,Uzbekistan asu uzbekistan botttttttttttt jangan sok keras dek lu aja lawan por tuga aja paling portugal menang 100-0,UgzV-OFdjADYFw4kQ1R4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzV-OFdjADYFw4kQ1R4AaABAg,2024-05-01 9:01:23,0,Uzbekistan asu uzbekistan botttttttttttt jangan sok keras dek lu aja lawan por tuga aja paling portugal menang 100-0,http://www.youtube.com/@inosukegf7256
87,@May-xi9bg,Wasit tengil,UgzjlIxoTV8sDQs7cFB4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzjlIxoTV8sDQs7cFB4AaABAg,2024-05-01 8:59:45,0,Wasit tengil,http://www.youtube.com/@May-xi9bg
88,@mbahnoplin3688,wasitnya biabi 馃槀馃槀馃槀馃槀,Ugy0LzmuTnxsDg_SbU94AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugy0LzmuTnxsDg_SbU94AaABAg,2024-05-01 8:51:12,0,wasitnya biabi 馃槀馃槀馃槀馃槀,http://www.youtube.com/@mbahnoplin3688
89,@muhammadarifin773,"Wasit jahanam,",Ugzgc-5Wy11i63eyv4R4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugzgc-5Wy11i63eyv4R4AaABAg,2024-05-01 8:50:51,0,"Wasit jahanam,",http://www.youtube.com/@muhammadarifin773
90,@yusman2895,Memang offside operan kok,Ugziqz5V2YM0Fz8WZXF4AaABAg,,1,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugziqz5V2YM0Fz8WZXF4AaABAg,2024-05-01 8:48:54,1,Memang offside operan kok,http://www.youtube.com/@yusman2895
91,@rahmatking5467,"Gol pun, juga timnas kalah kelas juga.",Ugziqz5V2YM0Fz8WZXF4AaABAg.A2tnXNYKLjcA2tw3PBlOf6,@yusman2895,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugziqz5V2YM0Fz8WZXF4AaABAg.A2tnXNYKLjcA2tw3PBlOf6,2024-05-01 10:03:27,0,"Gol pun, juga timnas kalah kelas juga.",http://www.youtube.com/@rahmatking5467
92,@user-yk5pv9tf1b,jangan uzbekistan saja yg did hukum kedua wasit itupun harus did hukum di larang memimpin seluruh pertandingan baik even asia ataupun fifa,UgyIe0FsSw7q-L6yhjV4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyIe0FsSw7q-L6yhjV4AaABAg,2024-05-01 8:42:50,0,jangan uzbekistan saja yg did hukum kedua wasit itupun harus did hukum di larang memimpin seluruh pertandingan baik even asia ataupun fifa,http://www.youtube.com/@user-yk5pv9tf1b
93,@yudhinugraha1595,"Pemain pemain Indonesia Lokal Berulah, enosi kepancing akhirnya kartu merah, udah begitu goal bunuh diri, nah itulah kwalitas lokal",UgzBZXZ3mq4rPwt09Sh4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzBZXZ3mq4rPwt09Sh4AaABAg,2024-05-01 8:42:46,0,"Pemain pemain Indonesia Lokal Berulah, enosi kepancing akhirnya kartu merah, udah begitu goal bunuh diri, nah itulah kwalitas lokal",http://www.youtube.com/@yudhinugraha1595
94,@KangsBoekit,Tenang aja.. ini ciri2 negara masuk Piala Dunia.,UgyQ0j5LKffntngQV9V4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyQ0j5LKffntngQV9V4AaABAg,2024-05-01 8:42:18,0,Tenang aja.. ini ciri2 negara masuk Piala Dunia.,http://www.youtube.com/@KangsBoekit
95,@arifmanhm,"seharusnya strategi 4-4-2 baru pas untuk lawan uzbekistan, dan seharusnya komang teguh harus di mainkan starter karena dia membawa keberuntungan dan punya insting untuk gollin",UgyLxJ2Qt5f0wSiavP94AaABAg,,1,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyLxJ2Qt5f0wSiavP94AaABAg,2024-05-01 8:33:45,0,"seharusnya strategi 4-4-2 baru pas untuk lawan uzbekistan, dan seharusnya komang teguh harus di mainkan starter karena dia membawa keberuntungan dan punya insting untuk gollin",http://www.youtube.com/@arifmanhm
96,@user-qj2bd9jt7y,Masih bs yo ke olimpiade,UgwtHnhYOoT536BE7Pl4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwtHnhYOoT536BE7Pl4AaABAg,2024-05-01 8:26:01,0,Masih bs yo ke olimpiade,http://www.youtube.com/@user-qj2bd9jt7y
97,@Silva_DZ,Wasit kek p3p3k,UgxE34ORMcVnfkBNQgR4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxE34ORMcVnfkBNQgR4AaABAg,2024-05-01 8:25:49,0,Wasit kek p3p3k,http://www.youtube.com/@Silva_DZ
98,@Callyn_666zzz,Wasit nyaaa anjiii,Ugyd5OD6MyzKn_9J7PF4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugyd5OD6MyzKn_9J7PF4AaABAg,2024-05-01 8:24:56,0,Wasit nyaaa anjiii,http://www.youtube.com/@Callyn_666zzz
99,@nurbatrisyia-jy2jz,Wasit bayaran,UgzLkwL4wMedwxM2Xeh4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzLkwL4wMedwxM2Xeh4AaABAg,2024-05-01 8:21:50,0,Wasit bayaran,http://www.youtube.com/@nurbatrisyia-jy2jz
100,@Suraissaifudin,Aku cinta indonesia 鉂�,Ugy8lWc97I-115G8wAZ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugy8lWc97I-115G8wAZ4AaABAg,2024-05-01 8:20:59,0,Aku cinta indonesia 鉂�,http://www.youtube.com/@Suraissaifudin
101,@user-gz2pg5it1w,Wasidnya culas,UgxNfgJoYyByOBhUUIJ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxNfgJoYyByOBhUUIJ4AaABAg,2024-05-01 8:17:35,0,Wasidnya culas,http://www.youtube.com/@user-gz2pg5it1w
102,@GerhanaAlif,Wasit telaso,Ugwc_9Ap-6-_PgWPg0Z4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugwc_9Ap-6-_PgWPg0Z4AaABAg,2024-05-01 8:13:53,0,Wasit telaso,http://www.youtube.com/@GerhanaAlif
103,@dennysgusti,"Menit 12:11 keliatan diumpan dulu dan posisinya belum offside, dan ketika bola sudah melambung baru kaki sananta berada pada posisi offside",UgwVeDcK_JHC4_g_QAV4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwVeDcK_JHC4_g_QAV4AaABAg,2024-05-01 8:12:09,0,"Menit 12:11 keliatan diumpan dulu dan posisinya belum offside, dan ketika bola sudah melambung baru kaki sananta berada pada posisi offside",http://www.youtube.com/@dennysgusti
104,@user-ny4xe8fc7w,Wasit kampang tailan baby,UgzXEq_AYKLdBOY-Ojd4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzXEq_AYKLdBOY-Ojd4AaABAg,2024-05-01 8:11:44,0,Wasit kampang tailan baby,http://www.youtube.com/@user-ny4xe8fc7w
105,@user-so9wi6yi7v,Dibayar berapa wasit ya,UgyOWuunKw4TGtl0voJ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyOWuunKw4TGtl0voJ4AaABAg,2024-05-01 8:04:26,0,Dibayar berapa wasit ya,http://www.youtube.com/@user-so9wi6yi7v
106,@aabrian2497,Wasit nya udh g bener ini mah gimana mau main bagus klw wasitnya ajah begini,UgxfSnMTtk7uhrQEVfN4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxfSnMTtk7uhrQEVfN4AaABAg,2024-05-01 8:01:11,0,Wasit nya udh g bener ini mah gimana mau main bagus klw wasitnya ajah begini,http://www.youtube.com/@aabrian2497
107,@AhmadFauzi-dm5ib,Ga adil,UgxSAHvC4-rAxRmzUVF4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgxSAHvC4-rAxRmzUVF4AaABAg,2024-05-01 7:55:11,0,Ga adil,http://www.youtube.com/@AhmadFauzi-dm5ib
108,@user-il8rb7wr1h,Benar,UgwSWHlMdhpeITO5rSF4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwSWHlMdhpeITO5rSF4AaABAg,2024-05-01 7:48:51,0,Benar,http://www.youtube.com/@user-il8rb7wr1h
109,@zanishyuuga9813,Wasit zolim biadab aturan gol dan pastinya Indonesia menang malah dizolimi wasit var thailand,UgyiDyjoVFtGDlfErNN4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyiDyjoVFtGDlfErNN4AaABAg,2024-05-01 7:42:43,0,Wasit zolim biadab aturan gol dan pastinya Indonesia menang malah dizolimi wasit var thailand,http://www.youtube.com/@zanishyuuga9813
110,@clonjura9an170,Klo ada wasit var thai hati2 aja ...,Ugzay2DSlot8rGX7QMx4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugzay2DSlot8rGX7QMx4AaABAg,2024-05-01 7:42:34,0,Klo ada wasit var thai hati2 aja ...,http://www.youtube.com/@clonjura9an170
111,@Inpo_jandamu,Wasit minta sante9,UgzeywR2eavL-UWXzHJ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzeywR2eavL-UWXzHJ4AaABAg,2024-05-01 7:42:02,0,Wasit minta sante9,http://www.youtube.com/@Inpo_jandamu
112,@Sieng712,wasit jan**k,UgzBETNPd-ve_RXHsCJ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzBETNPd-ve_RXHsCJ4AaABAg,2024-05-01 7:41:57,0,wasit jan**k,http://www.youtube.com/@Sieng712
113,@achiyariyar1276,Was it nya during,Ugx242cb19zvtdo9j0p4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugx242cb19zvtdo9j0p4AaABAg,2024-05-01 7:41:07,0,Was it nya during,http://www.youtube.com/@achiyariyar1276
114,@bapaksuwanto8346,Wasit kurang adil berpihak sebelah,UgyuOJsTQvnlRE3l_op4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyuOJsTQvnlRE3l_op4AaABAg,2024-05-01 7:38:44,0,Wasit kurang adil berpihak sebelah,http://www.youtube.com/@bapaksuwanto8346
115,@jupi9325,Wasit nya curang itu .,UgzZC7EjqH6CuMIOSyF4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzZC7EjqH6CuMIOSyF4AaABAg,2024-05-01 7:36:44,0,Wasit nya curang itu .,http://www.youtube.com/@jupi9325
116,@Abdurrahman-zk3uq,"masalahnya simple, saat timnas kita kena pressing lawan terlihat passing-passing pendek pun buntu terpaksa main melebar dg merenggangkan jarak antar pemain dg harapan bisa lepas dari pressing lawan akan tetapi mereka tidak begitu mahir dalam hal long pass atau pun long ball akhirnya cuma bisa mutar-mutar diarea sendiri dg mengandalkan short pass. Jadi saran saya short pass dan long pass keduanya sama-sama penting dari itu long pass juga harus dimantapkan dalam latihan.",UgzA39a7p8-lbBPirYJ4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzA39a7p8-lbBPirYJ4AaABAg,2024-05-01 7:36:19,0,"masalahnya simple, saat timnas kita kena pressing lawan terlihat passing-passing pendek pun buntu terpaksa main melebar dg merenggangkan jarak antar pemain dg harapan bisa lepas dari pressing lawan akan tetapi mereka tidak begitu mahir dalam hal long pass atau pun long ball akhirnya cuma bisa mutar-mutar diarea sendiri dg mengandalkan short pass. Jadi saran saya short pass dan long pass keduanya sama-sama penting dari itu long pass juga harus dimantapkan dalam latihan.",http://www.youtube.com/@Abdurrahman-zk3uq
117,@user-zl5sv7qr8g,Wajar saja Indonesia kala wasit bayaran,Ugzl491_gKD8qQ9fEN54AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugzl491_gKD8qQ9fEN54AaABAg,2024-05-01 7:32:07,0,Wajar saja Indonesia kala wasit bayaran,http://www.youtube.com/@user-zl5sv7qr8g
118,@arzaniarzani,馃槶馃槶馃槶馃槶馃槶kenapa 馃槩,UgyzUdbZlw91kbmFXu94AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgyzUdbZlw91kbmFXu94AaABAg,2024-05-01 7:31:35,0,馃槶馃槶馃槶馃槶馃槶kenapa 馃槩,http://www.youtube.com/@arzaniarzani
119,@kodratjagat5967,Pemain uzbekistan kaya anak Tk kesenggol sedikit nangis,Ugymtr8qNSb4VHLdZ-l4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugymtr8qNSb4VHLdZ-l4AaABAg,2024-05-01 7:27:36,0,Pemain uzbekistan kaya anak Tk kesenggol sedikit nangis,http://www.youtube.com/@kodratjagat5967
120,@MufliAhah,pintar sandiwara kiper.. uzbekistan..,UgzQyEkSeOythumWYlV4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgzQyEkSeOythumWYlV4AaABAg,2024-05-01 7:26:30,0,pintar sandiwara kiper.. uzbekistan..,http://www.youtube.com/@MufliAhah
121,@MrGodung,Main nya aja kek gitu wasit g curang pun pasti kalah klu main nya kek gitu,UgwS_Z43h7Kq95imGQZ4AaABAg,,1,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwS_Z43h7Kq95imGQZ4AaABAg,2024-05-01 7:25:46,0,Main nya aja kek gitu wasit g curang pun pasti kalah klu main nya kek gitu,http://www.youtube.com/@MrGodung
122,@PROLINXCHANEL135,Pinalti g pinalti bola crossing offside aneh,Ugzrls_nq8kDF2crUER4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugzrls_nq8kDF2crUER4AaABAg,2024-05-01 7:23:50,0,Pinalti g pinalti bola crossing offside aneh,http://www.youtube.com/@PROLINXCHANEL135
123,@Glorymusik44,Jelas kalah kualitas... Masih perlu belajar dan di tingkatkan... Kalo suporter ya blajar sportif menerima kekalahan... 馃槉馃槉 masak mau lapor MK... 馃槄馃槄,UgwP0CCypC3Sz2RIuXN4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=UgwP0CCypC3Sz2RIuXN4AaABAg,2024-05-01 7:22:54,0,Jelas kalah kualitas... Masih perlu belajar dan di tingkatkan... Kalo suporter ya blajar sportif menerima kekalahan... 馃槉馃槉 masak mau lapor MK... 馃槄馃槄,http://www.youtube.com/@Glorymusik44
124,@professorbalap,"yang bilang indo kalah karena wasit curang, jgn tutup mata dan telinga bawah level permainan timnas pun masih jauh di bawah uzbek. anggap aja lg sial grgr wasit, tp beruntungnya juga bnyk karena uzbek sering bgt kena tiang. gentlemen lah utk terima kekalahan, apalagi jgn sampai merengek minta match ulang. capaian timnas saat ini sudah jauh sangat baik dan patut dibanggakan",Ugxn9nVDB7WMQj2_XEx4AaABAg,,1,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugxn9nVDB7WMQj2_XEx4AaABAg,2024-05-01 7:22:10,0,"yang bilang indo kalah karena wasit curang, jgn tutup mata dan telinga bawah level permainan timnas pun masih jauh di bawah uzbek. anggap aja lg sial grgr wasit, tp beruntungnya juga bnyk karena uzbek sering bgt kena tiang. gentlemen lah utk terima kekalahan, apalagi jgn sampai merengek minta match ulang. capaian timnas saat ini sudah jauh sangat baik dan patut dibanggakan",http://www.youtube.com/@professorbalap
125,@8a-12-diviasandhitasekarpe7,馃槄馃槄馃槄馃槄馃槄.TIM PAPAN ATAS MENANG TAPI DIBANTU WASIT.馃槄馃槄馃槄馃槄馃槄.,Ugw3ukMVdlPCM7Bbedp4AaABAg,,0,https://www.youtube.com/watch?v=6EQWF79wG2I&lc=Ugw3ukMVdlPCM7Bbedp4AaABAg,2024-05-01 7:21:59,0,馃槄馃槄馃槄馃槄馃槄.TIM PAPAN ATAS MENANG TAPI DIBANTU WASIT.馃槄馃槄馃槄馃槄馃槄.,http://www.youtube.com/@8a-12-diviasandhitasekarpe7
